ComplaintID,CustomerID,ComplaintDate,Channel,ComplaintText,Category,ResolutionTime,Resolved,SatisfactionScore
3072,118,2023-12-30,Social Media,I was overcharged.,Other,69,Yes,1
3073,158,2023-11-17,Email,Refund has not been processed.,Payment,12,Yes,3
3074,19,2024-09-24,Chat,No response to my email.,Customer Support,89,Yes,2
3075,169,2023-10-13,Chat,Tracking number doesn't work.,Delivery Delay,10,Yes,1
3076,55,2023-05-29,Social Media,The product quality is poor.,Product Quality,46,Yes,3
3077,84,2023-03-25,Phone,The support agent was rude.,Customer Support,90,Yes,3
3078,6,2025-08-23,Social Media,The product quality is poor.,Product Quality,44,Yes,2
3079,123,2024-02-10,Social Media,My order hasn't arrived on time.,Delivery Delay,46,Yes,1
3080,107,2024-03-31,Phone,I was overcharged.,Other,17,Yes,2
3081,88,2025-01-12,Social Media,I was overcharged.,Product Quality,33,No,3
3082,150,2025-03-10,Social Media,Tracking number doesn't work.,Delivery Delay,57,No,2
3083,198,2023-06-10,Social Media,No response to my email.,Customer Support,64,No,1
3084,152,2025-02-22,Chat,I want to return my order but the process is difficult.,Returns,64,Yes,2
3085,62,2024-04-04,Social Media,Received the wrong item.,Delivery Delay,29,Yes,1
3086,170,2024-07-03,Social Media,Tracking number doesn't work.,Delivery Delay,2,No,2
3087,150,2024-05-14,Social Media,Package arrived damaged.,Delivery Delay,20,Yes,2
3088,144,2025-01-07,Chat,Payment did not go through.,Payment,5,No,3
3089,141,2024-05-23,Chat,I was overcharged.,Other,29,Yes,1
3090,120,2024-10-15,Email,Tracking number doesn't work.,Delivery Delay,57,Yes,2
3091,37,2025-03-14,Chat,Website is not user-friendly.,Payment,4,Yes,1
3092,180,2024-04-25,Phone,My order hasn't arrived on time.,Delivery Delay,27,Yes,1
3093,152,2024-10-24,Social Media,Package arrived damaged.,Delivery Delay,47,No,1
3094,125,2023-04-24,Phone,I was overcharged.,Other,36,Yes,1
3095,17,2025-01-18,Social Media,Couldn't get through to customer support.,Customer Support,59,Yes,3
3096,16,2024-07-31,Phone,Long waiting time for assistance.,Customer Support,95,Yes,2
3097,129,2023-12-27,Chat,My order hasn't arrived on time.,Delivery Delay,59,Yes,3
3098,85,2023-12-07,Chat,My order hasn't arrived on time.,Delivery Delay,30,Yes,1
3099,125,2025-02-08,Social Media,The support agent was rude.,Customer Support,86,No,1
3100,1,2025-01-30,Chat,Package arrived damaged.,Delivery Delay,19,Yes,1
3101,30,2024-03-24,Chat,Package arrived damaged.,Delivery Delay,66,Yes,3
3102,24,2025-04-22,Email,I was overcharged.,Other,61,Yes,3
3103,46,2025-04-14,Phone,Package arrived damaged.,Delivery Delay,61,Yes,2
3104,2,2023-06-29,Chat,Repeated issues with the same problem.,Payment,52,Yes,3
3105,143,2024-12-02,Chat,Long waiting time for assistance.,Customer Support,53,No,2
3106,29,2024-02-11,Email,Received the wrong item.,Delivery Delay,62,Yes,2
3107,99,2024-10-27,Chat,My order hasn't arrived on time.,Delivery Delay,13,Yes,3
3108,62,2023-07-15,Social Media,Repeated issues with the same problem.,Other,18,Yes,1
3109,13,2024-04-10,Chat,The support agent was rude.,Customer Support,91,Yes,2
3110,65,2023-11-07,Chat,Couldn't get through to customer support.,Customer Support,61,Yes,2
3111,45,2023-09-19,Email,The product quality is poor.,Product Quality,17,No,2
3112,47,2024-02-23,Chat,I was overcharged.,Other,9,Yes,1
3113,16,2024-02-10,Chat,No response to my email.,Customer Support,95,Yes,2
3114,126,2025-07-27,Social Media,Couldn't get through to customer support.,Customer Support,63,No,2
3115,107,2023-05-23,Social Media,Package arrived damaged.,Delivery Delay,16,No,2
3116,3,2023-12-08,Chat,Repeated issues with the same problem.,Other,63,Yes,2
3117,104,2023-11-12,Social Media,I want to return my order but the process is difficult.,Returns,61,Yes,3
3118,198,2023-04-11,Social Media,My order hasn't arrived on time.,Delivery Delay,56,No,2
3119,95,2023-09-01,Chat,Long waiting time for assistance.,Customer Support,94,Yes,1
3120,133,2024-05-04,Email,Package arrived damaged.,Delivery Delay,3,Yes,1
3121,154,2023-01-12,Chat,Repeated issues with the same problem.,Other,49,Yes,1
3122,92,2023-08-27,Chat,My order hasn't arrived on time.,Delivery Delay,29,Yes,3
3123,15,2024-07-14,Chat,The product quality is poor.,Product Quality,47,Yes,2
3124,183,2023-02-11,Phone,Payment did not go through.,Payment,17,Yes,2
3125,150,2024-11-08,Social Media,My order hasn't arrived on time.,Delivery Delay,31,Yes,1
3126,37,2024-08-16,Social Media,Package arrived damaged.,Delivery Delay,66,No,3
3127,157,2024-03-04,Chat,Repeated issues with the same problem.,Delivery Delay,50,Yes,3
3128,154,2025-03-13,Chat,No response to my email.,Customer Support,72,Yes,3
3129,70,2023-06-07,Social Media,Long waiting time for assistance.,Customer Support,80,Yes,3
3130,139,2023-08-04,Social Media,Received the wrong item.,Delivery Delay,32,Yes,2
3131,100,2024-10-31,Social Media,Long waiting time for assistance.,Customer Support,86,Yes,1
3132,148,2024-04-06,Phone,No response to my email.,Customer Support,84,Yes,2
3133,84,2023-05-14,Chat,Package arrived damaged.,Delivery Delay,35,Yes,1
3134,91,2023-03-08,Social Media,Refund has not been processed.,Payment,18,Yes,1
3135,198,2025-04-27,Social Media,Package arrived damaged.,Delivery Delay,59,No,2
3136,33,2023-01-07,Phone,Package arrived damaged.,Delivery Delay,20,Yes,1
3137,121,2025-08-05,Social Media,My order hasn't arrived on time.,Delivery Delay,48,No,1
3138,30,2024-06-09,Chat,I was overcharged.,Other,52,Yes,2
3139,178,2023-03-14,Chat,Package arrived damaged.,Delivery Delay,58,Yes,2
3140,34,2024-02-03,Chat,Long waiting time for assistance.,Customer Support,63,Yes,2
3141,133,2024-02-09,Social Media,Refund has not been processed.,Payment,13,Yes,2
3142,140,2024-11-05,Chat,Long waiting time for assistance.,Customer Support,90,Yes,3
3143,76,2024-07-31,Chat,Couldn't get through to customer support.,Customer Support,90,Yes,3
3144,75,2025-05-08,Social Media,Tracking number doesn't work.,Delivery Delay,70,Yes,2
3145,52,2023-05-10,Social Media,Package arrived damaged.,Delivery Delay,27,Yes,1
3146,51,2025-07-19,Chat,Payment did not go through.,Payment,11,Yes,3
3147,149,2024-04-10,Chat,Package arrived damaged.,Delivery Delay,43,Yes,2
3148,199,2023-07-25,Email,The support agent was rude.,Customer Support,64,Yes,2
3149,58,2025-02-26,Chat,Website is not user-friendly.,Other,50,No,2
3150,98,2025-02-06,Chat,Payment did not go through.,Payment,22,Yes,2
3151,125,2023-09-23,Email,No response to my email.,Customer Support,76,Yes,3
3152,192,2024-06-20,Chat,Repeated issues with the same problem.,Customer Support,46,Yes,2
3153,93,2025-08-19,Social Media,I was overcharged.,Customer Support,23,Yes,3
3154,134,2025-03-03,Social Media,Long waiting time for assistance.,Customer Support,82,Yes,2
3155,177,2023-09-10,Chat,Package arrived damaged.,Delivery Delay,22,Yes,1
3156,200,2025-04-01,Chat,Website is not user-friendly.,Other,37,No,2
3157,37,2023-10-16,Chat,Couldn't get through to customer support.,Customer Support,74,Yes,2
3158,138,2023-06-13,Email,Payment did not go through.,Payment,12,Yes,1
3159,194,2023-04-05,Social Media,The support agent was rude.,Customer Support,86,Yes,1
3160,56,2025-02-20,Social Media,Website is not user-friendly.,Other,36,Yes,1
3161,83,2025-04-12,Social Media,The product quality is poor.,Product Quality,43,Yes,3
3162,71,2023-04-20,Social Media,Received the wrong item.,Delivery Delay,11,Yes,3
3163,66,2023-12-02,Social Media,Payment did not go through.,Payment,9,No,2
3164,45,2025-04-01,Email,Couldn't get through to customer support.,Customer Support,50,Yes,1
3165,87,2023-08-26,Social Media,My order hasn't arrived on time.,Delivery Delay,4,Yes,1
3166,95,2024-01-16,Chat,The support agent was rude.,Customer Support,82,No,2
3167,196,2024-03-11,Social Media,Website is not user-friendly.,Customer Support,3,No,1
3168,192,2025-06-17,Chat,Package arrived damaged.,Delivery Delay,28,Yes,3
3169,144,2024-04-27,Chat,Website is not user-friendly.,Product Quality,15,Yes,3
3170,10,2025-07-25,Email,Received the wrong item.,Delivery Delay,45,Yes,1
3171,149,2025-06-20,Email,Website is not user-friendly.,Product Quality,62,Yes,3
3172,140,2023-01-25,Social Media,Refund has not been processed.,Payment,16,Yes,1
3173,13,2024-10-14,Social Media,I want to return my order but the process is difficult.,Returns,59,Yes,3
3174,81,2023-04-27,Chat,Refund has not been processed.,Payment,9,Yes,2
3175,117,2024-04-26,Email,I was overcharged.,Other,35,Yes,1
3176,138,2024-01-27,Chat,Website is not user-friendly.,Product Quality,56,Yes,1
3177,122,2025-07-05,Chat,The support agent was rude.,Customer Support,77,Yes,3
3178,141,2025-08-21,Chat,Payment did not go through.,Payment,16,Yes,2
3179,162,2024-06-20,Email,I was overcharged.,Other,56,Yes,2
3180,59,2023-03-20,Chat,Couldn't get through to customer support.,Customer Support,71,Yes,2
3181,128,2024-08-02,Social Media,I was overcharged.,Returns,52,Yes,2
3182,49,2023-06-22,Social Media,Long waiting time for assistance.,Customer Support,53,Yes,1
3183,6,2025-08-13,Chat,My order hasn't arrived on time.,Delivery Delay,60,Yes,2
3184,12,2023-01-12,Social Media,Payment did not go through.,Payment,10,No,1
3185,29,2025-03-10,Chat,The product quality is poor.,Product Quality,15,Yes,2
3186,77,2023-05-08,Social Media,Payment did not go through.,Payment,15,Yes,1
3187,124,2024-08-30,Social Media,Payment did not go through.,Payment,21,Yes,3
3188,26,2023-04-02,Email,Package arrived damaged.,Delivery Delay,59,Yes,1
3189,68,2024-10-14,Chat,Couldn't get through to customer support.,Customer Support,63,Yes,1
3190,16,2024-06-26,Social Media,Received the wrong item.,Delivery Delay,29,Yes,1
3191,53,2025-04-25,Email,Long waiting time for assistance.,Customer Support,85,Yes,2
3192,147,2024-06-15,Chat,Website is not user-friendly.,Returns,46,Yes,3
3193,175,2024-10-19,Social Media,Received the wrong item.,Delivery Delay,36,Yes,1
3194,160,2025-04-07,Email,The product quality is poor.,Product Quality,40,Yes,1
3195,70,2024-03-22,Chat,Tracking number doesn't work.,Delivery Delay,29,Yes,1
3196,198,2024-01-25,Social Media,My order hasn't arrived on time.,Delivery Delay,57,Yes,3
3197,189,2024-11-02,Social Media,Refund has not been processed.,Payment,17,Yes,3
3198,5,2025-05-10,Social Media,Long waiting time for assistance.,Customer Support,62,Yes,3
3199,187,2023-02-12,Chat,My order hasn't arrived on time.,Delivery Delay,44,No,2
3200,130,2023-09-11,Email,Repeated issues with the same problem.,Other,63,Yes,3
3201,130,2023-05-10,Social Media,Website is not user-friendly.,Delivery Delay,32,Yes,1
3202,3,2023-03-01,Social Media,Repeated issues with the same problem.,Other,11,Yes,3
3203,198,2024-10-24,Chat,Repeated issues with the same problem.,Other,4,Yes,3
3204,95,2024-04-11,Social Media,My order hasn't arrived on time.,Delivery Delay,8,No,1
3205,43,2023-10-14,Social Media,I want to return my order but the process is difficult.,Returns,71,Yes,1
3206,133,2024-05-31,Social Media,Refund has not been processed.,Payment,16,Yes,2
3207,178,2024-04-11,Phone,The product quality is poor.,Product Quality,5,Yes,2
3208,10,2025-07-18,Email,Website is not user-friendly.,Other,28,Yes,3
3209,155,2025-02-16,Chat,The support agent was rude.,Customer Support,64,No,1
3210,24,2023-12-11,Chat,I was overcharged.,Other,71,No,1
3211,22,2024-10-03,Phone,Long waiting time for assistance.,Customer Support,55,Yes,3
3212,89,2024-01-17,Social Media,The product quality is poor.,Product Quality,37,Yes,3
3213,3,2025-02-17,Social Media,Long waiting time for assistance.,Customer Support,94,No,2
3214,144,2024-11-20,Social Media,I want to return my order but the process is difficult.,Returns,30,No,2
3215,158,2023-09-10,Chat,Refund has not been processed.,Payment,12,No,2
3216,112,2025-07-15,Chat,No response to my email.,Customer Support,69,No,3
3217,171,2023-02-25,Chat,Package arrived damaged.,Delivery Delay,28,Yes,1
3218,4,2024-04-07,Social Media,Couldn't get through to customer support.,Customer Support,58,Yes,1
3219,107,2024-04-01,Chat,I want to return my order but the process is difficult.,Returns,64,Yes,3
3220,40,2023-03-24,Chat,The product quality is poor.,Product Quality,8,Yes,3
3221,16,2025-06-23,Chat,Website is not user-friendly.,Product Quality,69,Yes,3
3222,105,2023-04-09,Chat,Tracking number doesn't work.,Delivery Delay,2,Yes,2
3223,72,2023-05-29,Social Media,Website is not user-friendly.,Other,42,Yes,2
3224,88,2023-11-25,Email,Refund has not been processed.,Payment,15,Yes,1
3225,16,2023-06-05,Social Media,Tracking number doesn't work.,Delivery Delay,53,Yes,2
3226,118,2023-07-09,Email,Received the wrong item.,Delivery Delay,62,Yes,2
3227,91,2024-05-08,Chat,Refund has not been processed.,Payment,11,Yes,2
3228,194,2025-06-01,Chat,Refund has not been processed.,Payment,13,No,3
3229,183,2023-09-20,Social Media,Repeated issues with the same problem.,Other,49,No,3
3230,20,2023-03-21,Phone,I want to return my order but the process is difficult.,Returns,54,Yes,3
3231,179,2024-02-04,Social Media,Website is not user-friendly.,Other,47,Yes,3
3232,84,2025-02-02,Social Media,I was overcharged.,Returns,8,No,1
3233,83,2024-08-31,Social Media,No response to my email.,Customer Support,82,No,2
3234,185,2023-09-17,Chat,Repeated issues with the same problem.,Other,6,Yes,1
3235,126,2025-02-10,Social Media,The product quality is poor.,Product Quality,36,Yes,3
3236,51,2024-09-06,Chat,Couldn't get through to customer support.,Customer Support,48,Yes,3
3237,18,2024-07-05,Chat,My order hasn't arrived on time.,Delivery Delay,43,Yes,1
3238,81,2025-02-23,Chat,Payment did not go through.,Payment,14,No,1
3239,187,2023-04-11,Chat,Couldn't get through to customer support.,Customer Support,67,Yes,3
3240,97,2023-12-25,Chat,My order hasn't arrived on time.,Delivery Delay,58,Yes,2
3241,117,2024-01-15,Social Media,Received the wrong item.,Delivery Delay,29,Yes,1
3242,124,2025-03-30,Social Media,Long waiting time for assistance.,Customer Support,50,Yes,3
3243,28,2023-08-09,Chat,The product quality is poor.,Product Quality,20,Yes,3
3244,197,2025-03-30,Chat,Website is not user-friendly.,Other,41,Yes,1
3245,156,2024-02-24,Social Media,I was overcharged.,Other,43,Yes,1
3246,89,2023-05-04,Chat,The support agent was rude.,Customer Support,64,Yes,2
3247,141,2024-02-26,Chat,Refund has not been processed.,Payment,14,No,1
3248,6,2023-08-19,Chat,I was overcharged.,Other,53,Yes,2
3249,157,2024-11-20,Chat,Long waiting time for assistance.,Customer Support,77,Yes,2
3250,106,2023-03-04,Chat,Repeated issues with the same problem.,Other,17,Yes,3
3251,119,2024-04-29,Social Media,No response to my email.,Customer Support,73,Yes,1
3252,137,2024-09-19,Social Media,Package arrived damaged.,Delivery Delay,52,Yes,2
3253,29,2024-12-03,Chat,Couldn't get through to customer support.,Customer Support,65,Yes,2
3254,166,2024-07-27,Chat,My order hasn't arrived on time.,Delivery Delay,20,No,3
3255,65,2025-02-06,Social Media,The support agent was rude.,Customer Support,89,Yes,2
3256,56,2024-04-27,Social Media,Couldn't get through to customer support.,Customer Support,73,No,1
3257,30,2024-06-02,Email,The product quality is poor.,Product Quality,36,Yes,3
3258,114,2023-06-04,Chat,Website is not user-friendly.,Product Quality,30,Yes,3
3259,96,2023-04-02,Chat,Tracking number doesn't work.,Delivery Delay,2,Yes,1
3260,121,2024-06-09,Social Media,Couldn't get through to customer support.,Customer Support,85,No,1
3261,187,2024-03-30,Social Media,Couldn't get through to customer support.,Customer Support,54,Yes,2
3262,58,2025-01-10,Email,Package arrived damaged.,Delivery Delay,37,No,1
3263,138,2024-08-20,Social Media,Website is not user-friendly.,Other,70,Yes,3
3264,149,2024-10-06,Social Media,I was overcharged.,Returns,23,No,2
3265,184,2024-05-24,Chat,No response to my email.,Customer Support,68,Yes,2
3266,26,2023-07-02,Social Media,Repeated issues with the same problem.,Other,36,No,3
3267,15,2024-01-21,Social Media,No response to my email.,Customer Support,53,Yes,1
3268,163,2024-07-27,Social Media,Package arrived damaged.,Delivery Delay,28,Yes,3
3269,89,2024-12-31,Social Media,Received the wrong item.,Delivery Delay,50,Yes,2
3270,15,2024-02-09,Chat,Package arrived damaged.,Delivery Delay,31,Yes,1
3271,97,2023-09-03,Social Media,No response to my email.,Customer Support,78,Yes,2
3272,75,2025-01-11,Chat,I want to return my order but the process is difficult.,Returns,42,Yes,2
3273,88,2024-08-13,Phone,Long waiting time for assistance.,Customer Support,86,Yes,2
3274,6,2024-10-22,Email,Couldn't get through to customer support.,Customer Support,92,Yes,2
3275,156,2024-10-11,Email,Website is not user-friendly.,Other,18,Yes,2
3276,63,2024-04-15,Chat,No response to my email.,Customer Support,67,Yes,2
3277,29,2025-04-05,Chat,I want to return my order but the process is difficult.,Returns,41,Yes,1
3278,48,2025-06-06,Social Media,Website is not user-friendly.,Other,67,Yes,3
3279,191,2024-02-27,Social Media,Repeated issues with the same problem.,Other,28,No,2
3280,186,2025-06-19,Social Media,Website is not user-friendly.,Payment,7,Yes,3
3281,149,2023-03-06,Social Media,Package arrived damaged.,Delivery Delay,49,No,1
3282,22,2023-01-13,Chat,Received the wrong item.,Delivery Delay,52,Yes,2
3283,27,2023-08-01,Chat,Package arrived damaged.,Delivery Delay,3,Yes,1
3284,85,2023-08-30,Chat,Long waiting time for assistance.,Customer Support,53,No,1
3285,79,2024-05-07,Email,Website is not user-friendly.,Payment,7,Yes,1
3286,185,2023-08-01,Social Media,The product quality is poor.,Product Quality,12,No,3
3287,138,2024-11-23,Social Media,Couldn't get through to customer support.,Customer Support,71,Yes,2
3288,22,2023-12-04,Phone,My order hasn't arrived on time.,Delivery Delay,37,Yes,1
3289,172,2023-06-22,Chat,Package arrived damaged.,Delivery Delay,59,No,1
3290,84,2024-11-02,Chat,My order hasn't arrived on time.,Delivery Delay,17,Yes,1
3291,83,2023-06-13,Email,My order hasn't arrived on time.,Delivery Delay,53,No,1
3292,156,2024-04-09,Chat,Website is not user-friendly.,Delivery Delay,19,Yes,3
3293,50,2024-05-11,Social Media,Repeated issues with the same problem.,Payment,36,Yes,2
3294,179,2024-11-30,Social Media,The support agent was rude.,Customer Support,48,Yes,3
3295,129,2024-01-30,Social Media,I want to return my order but the process is difficult.,Returns,44,Yes,2
3296,162,2024-12-03,Chat,I want to return my order but the process is difficult.,Returns,55,Yes,3
3297,163,2025-07-05,Chat,Website is not user-friendly.,Other,48,Yes,3
3298,61,2023-11-04,Social Media,The product quality is poor.,Product Quality,8,Yes,1
3299,30,2025-02-06,Social Media,The product quality is poor.,Product Quality,4,Yes,3
3300,76,2023-07-02,Chat,Refund has not been processed.,Payment,5,Yes,1
3301,196,2024-09-20,Social Media,Website is not user-friendly.,Payment,56,Yes,1
3302,168,2025-03-04,Chat,Payment did not go through.,Payment,18,Yes,1
3303,193,2024-05-24,Phone,Package arrived damaged.,Delivery Delay,31,Yes,1
3304,37,2024-12-08,Social Media,Received the wrong item.,Delivery Delay,15,Yes,2
3305,192,2024-06-29,Chat,My order hasn't arrived on time.,Delivery Delay,63,Yes,2
3306,129,2024-07-17,Social Media,Received the wrong item.,Delivery Delay,67,No,2
3307,143,2024-09-15,Chat,Package arrived damaged.,Delivery Delay,41,No,1
3308,13,2025-02-02,Phone,Package arrived damaged.,Delivery Delay,18,Yes,2
3309,157,2024-08-16,Chat,My order hasn't arrived on time.,Delivery Delay,17,Yes,2
3310,183,2025-01-13,Email,Tracking number doesn't work.,Delivery Delay,24,Yes,2
3311,45,2023-08-15,Email,Tracking number doesn't work.,Delivery Delay,51,No,2
3312,4,2025-01-14,Chat,Website is not user-friendly.,Other,14,Yes,1
3313,192,2025-01-02,Chat,Long waiting time for assistance.,Customer Support,93,Yes,1
3314,15,2024-03-11,Social Media,Tracking number doesn't work.,Delivery Delay,11,Yes,1
3315,104,2025-07-13,Social Media,Long waiting time for assistance.,Customer Support,77,Yes,3
3316,176,2024-02-26,Email,No response to my email.,Customer Support,84,Yes,1
3317,184,2024-07-07,Social Media,Package arrived damaged.,Delivery Delay,35,Yes,1
3318,91,2023-01-21,Chat,I was overcharged.,Returns,39,Yes,2
3319,198,2024-07-07,Social Media,The support agent was rude.,Customer Support,86,Yes,2
3320,143,2024-02-01,Phone,Long waiting time for assistance.,Customer Support,79,No,2
3321,39,2024-09-16,Chat,Refund has not been processed.,Payment,4,Yes,3
3322,197,2023-04-15,Social Media,Long waiting time for assistance.,Customer Support,73,Yes,1
3323,79,2023-07-11,Chat,The product quality is poor.,Product Quality,2,Yes,3
3324,60,2023-01-17,Phone,The support agent was rude.,Customer Support,51,Yes,3
3325,94,2023-04-30,Chat,Received the wrong item.,Delivery Delay,51,Yes,2
3326,172,2024-01-28,Chat,Received the wrong item.,Delivery Delay,48,Yes,3
3327,43,2024-02-29,Social Media,Repeated issues with the same problem.,Other,23,Yes,1
3328,132,2023-05-09,Social Media,Tracking number doesn't work.,Delivery Delay,17,Yes,1
3329,77,2023-05-10,Social Media,The product quality is poor.,Product Quality,4,No,2
3330,178,2024-07-25,Social Media,Refund has not been processed.,Payment,2,Yes,3
3331,39,2024-07-13,Social Media,My order hasn't arrived on time.,Delivery Delay,40,No,1
3332,54,2023-01-29,Email,The support agent was rude.,Customer Support,95,Yes,1
3333,151,2023-04-07,Phone,No response to my email.,Customer Support,62,Yes,2
3334,188,2023-01-10,Chat,Refund has not been processed.,Payment,11,Yes,3
3335,163,2023-08-30,Phone,Couldn't get through to customer support.,Customer Support,53,Yes,3
3336,54,2025-04-05,Social Media,Package arrived damaged.,Delivery Delay,31,Yes,1
3337,186,2025-08-13,Email,Long waiting time for assistance.,Customer Support,67,Yes,3
3338,62,2023-08-20,Chat,I want to return my order but the process is difficult.,Returns,50,Yes,2
3339,176,2025-02-27,Chat,Tracking number doesn't work.,Delivery Delay,8,Yes,1
3340,135,2023-10-11,Chat,I was overcharged.,Other,3,Yes,2
3341,173,2024-12-15,Social Media,My order hasn't arrived on time.,Delivery Delay,51,Yes,2
3342,13,2025-01-28,Social Media,Couldn't get through to customer support.,Customer Support,63,Yes,1
3343,181,2025-03-12,Chat,Long waiting time for assistance.,Customer Support,78,Yes,1
3344,115,2025-02-14,Social Media,My order hasn't arrived on time.,Delivery Delay,24,Yes,1
3345,39,2025-08-12,Email,My order hasn't arrived on time.,Delivery Delay,63,Yes,3
3346,84,2024-12-26,Email,Tracking number doesn't work.,Delivery Delay,51,Yes,2
3347,146,2023-07-19,Email,My order hasn't arrived on time.,Delivery Delay,16,Yes,1
3348,150,2025-08-02,Chat,Refund has not been processed.,Payment,11,Yes,3
3349,164,2023-03-20,Chat,Refund has not been processed.,Payment,12,Yes,1
3350,105,2025-07-01,Email,Couldn't get through to customer support.,Customer Support,57,Yes,1
3351,181,2025-08-13,Chat,Long waiting time for assistance.,Customer Support,80,Yes,1
3352,112,2025-05-04,Email,I was overcharged.,Customer Support,45,Yes,3
3353,72,2025-05-05,Social Media,No response to my email.,Customer Support,49,Yes,2
3354,3,2023-06-22,Social Media,Received the wrong item.,Delivery Delay,63,Yes,2
3355,190,2024-04-11,Social Media,No response to my email.,Customer Support,65,Yes,2
3356,157,2024-08-03,Chat,The product quality is poor.,Product Quality,4,Yes,3
3357,73,2024-02-20,Social Media,The support agent was rude.,Customer Support,90,Yes,1
3358,8,2025-07-28,Chat,I was overcharged.,Product Quality,56,Yes,3
3359,76,2024-03-24,Email,The support agent was rude.,Customer Support,80,Yes,2
3360,174,2023-03-28,Social Media,Repeated issues with the same problem.,Other,11,No,1
3361,92,2023-04-11,Social Media,Repeated issues with the same problem.,Product Quality,17,Yes,2
3362,184,2023-01-08,Social Media,Payment did not go through.,Payment,7,Yes,1
3363,106,2025-04-24,Social Media,Long waiting time for assistance.,Customer Support,84,No,3
3364,49,2023-07-19,Social Media,Tracking number doesn't work.,Delivery Delay,47,Yes,1
3365,43,2024-05-19,Social Media,Website is not user-friendly.,Other,70,No,3
3366,138,2023-03-28,Social Media,Repeated issues with the same problem.,Returns,70,Yes,3
3367,141,2023-02-12,Email,No response to my email.,Customer Support,91,Yes,2
3368,185,2024-01-20,Email,Website is not user-friendly.,Payment,11,Yes,2
3369,2,2024-09-12,Social Media,Couldn't get through to customer support.,Customer Support,83,Yes,3
3370,65,2024-03-10,Chat,No response to my email.,Customer Support,95,Yes,2
3371,86,2024-02-12,Email,My order hasn't arrived on time.,Delivery Delay,14,Yes,1
3372,97,2024-04-27,Chat,My order hasn't arrived on time.,Delivery Delay,59,Yes,1
3373,170,2024-10-25,Chat,Long waiting time for assistance.,Customer Support,95,Yes,3
3374,186,2023-01-17,Chat,No response to my email.,Customer Support,64,Yes,3
3375,10,2024-10-06,Social Media,Tracking number doesn't work.,Delivery Delay,22,Yes,1
3376,63,2023-05-28,Social Media,Long waiting time for assistance.,Customer Support,74,Yes,1
3377,103,2023-10-04,Chat,I want to return my order but the process is difficult.,Returns,52,Yes,1
3378,199,2023-08-20,Chat,Package arrived damaged.,Delivery Delay,50,Yes,2
3379,61,2025-04-05,Email,I was overcharged.,Delivery Delay,66,Yes,3
3380,1,2025-07-15,Social Media,Received the wrong item.,Delivery Delay,2,Yes,1
3381,154,2024-01-01,Chat,Long waiting time for assistance.,Customer Support,51,Yes,3
3382,5,2023-08-16,Chat,Payment did not go through.,Payment,15,No,2
3383,35,2024-10-12,Chat,Refund has not been processed.,Payment,2,Yes,2
3384,125,2024-03-11,Chat,My order hasn't arrived on time.,Delivery Delay,62,Yes,1
3385,141,2024-02-03,Chat,Payment did not go through.,Payment,17,Yes,3
3386,27,2023-07-30,Chat,The support agent was rude.,Customer Support,69,Yes,1
3387,140,2024-01-26,Chat,No response to my email.,Customer Support,72,No,1
3388,94,2024-05-13,Email,I want to return my order but the process is difficult.,Returns,30,No,2
3389,50,2024-06-23,Social Media,Package arrived damaged.,Delivery Delay,36,No,2
3390,187,2024-07-16,Chat,No response to my email.,Customer Support,49,Yes,2
3391,159,2024-05-05,Phone,Refund has not been processed.,Payment,18,No,1
3392,69,2024-03-17,Chat,Tracking number doesn't work.,Delivery Delay,10,Yes,1
3393,165,2023-09-18,Chat,Payment did not go through.,Payment,3,Yes,2
3394,2,2025-02-11,Chat,Couldn't get through to customer support.,Customer Support,68,Yes,3
3395,102,2023-12-16,Social Media,Long waiting time for assistance.,Customer Support,49,Yes,2
3396,199,2023-12-18,Social Media,Long waiting time for assistance.,Customer Support,87,Yes,2
3397,193,2024-06-03,Social Media,Refund has not been processed.,Payment,7,Yes,1
3398,3,2023-11-16,Social Media,Tracking number doesn't work.,Delivery Delay,33,Yes,2
3399,148,2023-05-18,Social Media,Website is not user-friendly.,Other,62,No,2
3400,130,2024-07-03,Chat,Tracking number doesn't work.,Delivery Delay,27,Yes,1
3401,42,2024-09-14,Social Media,Tracking number doesn't work.,Delivery Delay,9,Yes,2
3402,43,2024-01-03,Chat,I was overcharged.,Customer Support,42,Yes,1
3403,21,2023-08-08,Phone,Refund has not been processed.,Payment,20,Yes,1
3404,45,2023-12-03,Social Media,No response to my email.,Customer Support,79,Yes,2
3405,20,2023-08-11,Phone,Package arrived damaged.,Delivery Delay,37,Yes,2
3406,171,2024-10-09,Chat,I want to return my order but the process is difficult.,Returns,55,Yes,1
3407,178,2025-02-06,Chat,Refund has not been processed.,Payment,20,Yes,1
3408,43,2023-12-26,Social Media,The product quality is poor.,Product Quality,47,Yes,3
3409,24,2025-07-09,Email,Received the wrong item.,Delivery Delay,3,Yes,1
3410,82,2023-11-25,Chat,Repeated issues with the same problem.,Delivery Delay,20,Yes,3
3411,84,2025-08-19,Chat,Long waiting time for assistance.,Customer Support,89,Yes,3
3412,60,2024-04-07,Chat,I want to return my order but the process is difficult.,Returns,49,No,2
3413,32,2025-08-03,Chat,Couldn't get through to customer support.,Customer Support,90,Yes,1
3414,122,2025-08-20,Chat,I want to return my order but the process is difficult.,Returns,29,Yes,2
3415,5,2024-07-14,Social Media,The support agent was rude.,Customer Support,66,Yes,2
